# groundTruthDirectory = ../Desktop/PCD_Ascii_Renamed/Segmented/seg31_renamed
# simulationResultDirectory = ../Downloads/Seg31RecMulti
# offset = 15
21101 21 0 0x400446b7 0x410c6f70 0xc18ed09c 0xbf6ff078 0xbf7b41de 0xbfe16d44
21122 21 0 0x4070cb7d 0x410211f2 0xc18f0dd8 0xbf7a2849 0xbf6cbbf5 0xbfee0182
21116 21 0 0x40368eeb 0x40efb07d 0xc19296fb 0xbf7b9989 0xbf7311be 0xbfe884b6
21116 21 0 0x40368eeb 0x40efb07d 0xc19296fb 0xbf7bf6e7 0xbf70b762 0xbfea8e26
21055 21 0 0x4081b5fc 0x41138707 0xc18a3ab7 0xbf784569 0xbf7472a4 0xbfe75305
21088 21 0 0x408199cc 0x410f9288 0xc18b45e1 0xbf7d4772 0xbf6cff6d 0xbfee176e
21011 21 0 0x40590fd8 0x40ff8388 0xc1902a11 0xbf73aa26 0xbf74451c 0xbfe77a4e
20968 31 0 0xc0863cc3 0x40fa0bf8 0xc18f68a2 0x3f79b714 0xbf71b49a 0xbfea8b22
21006 31 0 0xc0c3f64f 0x411259db 0xc185960f 0x3f7ac719 0xbf74c329 0xbfe70d63
20963 31 0 0xc0212160 0x40ce2d8e 0xc1961ffd 0x3f7701e6 0xbf6c3af3 0xbff0120e
21001 21 0 0x40ad84fb 0x4116627e 0xc1866748 0xbf6f98c8 0xbf71207d 0xbfea336a
20983 31 0 0xc0200557 0x40efbde4 0xc192fed0 0x3f68e91d 0xbf6e9ff8 0xbfec5dd1
20983 31 0 0xc0200557 0x40efbde4 0xc192fed0 0x3f65e077 0xbf6e19a8 0xbfedf36b
20978 21 0 0x409d380b 0x40e53474 0xc1901fb9 0xbf75b80c 0xbf6e2d47 0xbfecc166
21090 31 0 0xc0a323b8 0x4114ab72 0xc187afd7 0x3f7822c4 0xbf7341eb 0xbfe85aff
21078 31 0 0xc00eb62c 0x4107bdaf 0xc18fca13 0x3f68c66e 0xbf70740d 0xbfeac8a3
21078 31 0 0xc00eb62c 0x4107bdaf 0xc18fca13 0x3f7b2d56 0xbf77f1ae 0xbfe44bdc
21109 31 0 0xc06828c3 0x41175980 0xc189f41a 0x3f793efc 0xbf7ac925 0xbfe29186
21010 31 0 0x3f23d9d2 0x4071afea 0xc19d09da 0x3f735661 0xbf733002 0xbfe86a55
21127 31 0 0xbd7818b6 0x41018d7d 0xc1924ce2 0x3f7802a7 0xbf6b3c53 0xbfef4d62
21055 31 0 0x3f41362f 0x40a9ba15 0xc19a271e 0x3f70f2a6 0xbf6e69fc 0xbfec8ce7
21095 31 0 0x3f8f9546 0x40e32858 0xc195502e 0x3f654da8 0xbf7c28f7 0xbfe1aaac
20982 31 0 0x4058599b 0x40b67bdb 0xc196f46e 0x3f6137aa 0xbf6cfee2 0xbfedc704
21113 31 0 0x3f536463 0x40cc8ed6 0xc197769a 0x3f76e83d 0xbf7abd5a 0xbfe1e005
21048 31 0 0x3fd0567a 0x4095d4e7 0xc19b01f2 0x3f6e930e 0xbf747196 0xbfe753ef
20868 11 0 0x400eecff 0x40b96cb1 0xc1981783 0x3f6f7dd7 0xbf6a70df 0x3fa1b467
20929 31 0 0x4085d6e2 0x40901e0e 0xc19841e8 0x3f617374 0xbf761ea0 0xbfe5e050
20811 11 0 0x4073d9e0 0x40de8c5b 0xc192e2bc 0x3f5e20a1 0xbf7bcfbc 0x3fb0bf4d
20847 11 0 0x40555a75 0x4101c1a2 0xc18fcdce 0x3f64e4f2 0xbf74dc2d 0x3faaba41
21124 31 0 0x3fa34489 0x40d10fa6 0xc196e0cf 0x3f6447bc 0xbf7427d9 0xbfe793de
21085 31 0 0x402e9c30 0x40d260bf 0xc1958625 0x3f517a78 0xbf732534 0xbfe873a3
20842 11 0 0x4065ab36 0x41156a77 0xc18a8b59 0x3f6f84eb 0xbf6f4bc2 0x3fa5e8de
20799 11 0 0x40917039 0x40edf093 0xc1900322 0x3f683b01 0xbf79602c 0x3faea37b
21014 31 0 0x40840efe 0x409a3153 0xc197bca4 0x3f610f84 0xbf71d0ca 0xbfe99a8d
21007 31 0 0x408a9440 0x409a99d6 0xc19758d2 0x3f642a53 0xbf6fee10 0xbfeb3c82
20968 11 0 0x3ed50e8f 0x41130fb1 0xc18e105d 0x3f7aa3eb 0xbf7c1dbe 0x3fb10321
20954 11 0 0x3fd7bbae 0x410b4229 0xc18f6c22 0x3f6cf5b8 0xbf781373 0x3fad8341
21221 31 0 0x3ea09192 0x411394d4 0xc18df228 0x3f7b8099 0xbf6c8cb1 0xbfef2607
20940 11 0 0x4042ab50 0x4111204b 0xc18c8207 0x3f696fe5 0xbf7260ef 0x3fa8941d
20936 11 0 0x4039f9e8 0x40e942b1 0xc1932b70 0x3f649c9d 0xbf6da826 0x3fa47d70
21137 31 0 0x4069a138 0x4116750f 0xc18a2897 0x3f5ccdaa 0xbf741ca7 0xbfe79d99
